date,ndvi_mean_wt,ndvi_mean_it
2019-06-18,0.6815286568208501,0.6141670592558525
2019-07-08,0.7131460032393789,0.6469516409577422
2019-07-15,0.7024098744103086,0.6409678856791385
2019-07-17,0.5709300036750786,0.5339140341870099
2019-07-18,0.7082613170634965,0.6494346149209151
2019-07-22,0.7041373541851927,0.6418708351987771
2019-08-31,0.5670814989365691,0.537999333650301
2020-06-01,0.5382418193915481,0.5004911655114269
2020-06-26,0.6796738899004718,0.6135035464160851
2020-07-06,0.5992553433761009,0.5686917098816321
2021-06-04,0.5314782907012529,0.4962010754906344
2021-07-12,0.7097772394152335,0.634547382130109
2021-07-14,0.6416770076661212,0.5902193914924018
2021-07-16,0.6844177990612809,0.6189995313622623
2021-07-19,0.6819797907208187,0.624061577285766
2021-08-05,0.6972551374410519,0.642257264136473
2022-06-04,0.5564122289547473,0.5132516166637847
2022-06-06,0.5840496786688208,0.5307463150403585
2022-06-29,0.6878250191631349,0.6016441955474483
2022-07-01,0.3784707006019229,0.359627805977125
2022-07-16,1.2631062601727037e-08,1.2631062601727037e-08
2023-07-22,0.7503724524088448,0.6678827362851602
2023-08-11,0.7067727068129362,0.6480738536973393
2024-06-16,0.7014866689105363,0.6144145614367623
2024-08-05,0.7318352440455881,0.6638693928676707
2025-06-11,0.5604209176288909,0.5267584760942513
2025-06-18,0.634601767047706,0.5785564811508234
2025-06-30,0.7209706691870859,0.6453032815308719
2025-07-01,0.7152129674115612,0.6526156898578565
2025-07-03,0.7433648248282855,0.6673528933513784
2025-07-05,0.7163501170282861,0.6422445928161743
2025-07-06,0.7413706510809492,0.661662028041414
2025-07-11,0.759339030314885,0.6787626391284852
