Easting,Northing,rtk_elevation,Distance_along_transect,ALD,Tald,T5cm,SM,NDVI,FRB,ML,DRT,adem_20210927,lidar_202208_dtm,lidar_202208_dsm,lidar_201707_dtm,lidar_201707_dsm,TUSS,SDG,GRS,SHR,SW,class,Transect,Site,tgc3_group
410576.9596,7621714.591,,30.0,13.0,-0.4,3.4,51.9,0.38,0.0,0.0,0.0,781.4765625,,,,,0.0,0.5,0.0,0.5,0,it,TGC1-t1,TGC1,
410581.0313,7621711.697,,25.0,10.0,-0.4,3.5,50.6,0.51,0.0,0.1,0.0,781.1015625,,,,,0.0,0.2,0.0,0.7,0,vly,TGC1-t1,TGC1,
410581.8397,7621710.991,,24.0,14.0,-0.6,4.0,44.5,0.47,0.1,0.2,0.0,781.1015625,,,,,0.0,0.0,0.0,0.7,0,vly,TGC1-t1,TGC1,
410582.6677,7621710.346,,23.0,14.0,-0.5,5.8,46.9,0.47,0.1,0.2,0.0,781.046875,,,,,0.0,0.0,0.0,0.7,0,vly,TGC1-t1,TGC1,
410583.3873,7621709.775,,22.0,15.0,-0.4,6.6,49.7,0.46,0.05,0.5,0.0,780.9296875,,,,,0.0,0.25,0.0,0.2,0,vly,TGC1-t1,TGC1,
410584.3247,7621709.371,,21.0,16.0,-0.5,6.7,47.4,0.45,0.0,0.15,0.1,780.9296875,,,,,0.0,0.0,0.0,0.75,0,vly,TGC1-t1,TGC1,
410585.0701,7621708.854,,20.0,14.0,-0.3,7.6,41.3,0.4,0.0,0.0,0.3,780.8828125,,,,,0.0,0.0,0.0,0.7,0,vly,TGC1-t1,TGC1,
410585.9271,7621708.202,,19.0,16.0,-0.6,4.4,39.3,0.39,0.0,0.0,0.3,780.8203125,,,,,0.0,0.0,0.0,0.7,0,vly,TGC1-t1,TGC1,
410586.5555,7621707.674,,18.0,9.0,-0.6,1.0,,0.24,0.0,0.0,0.0,780.8203125,,,,,0.0,0.6,0.2,0.2,0,vly,TGC1-t1,TGC1,
410587.3205,7621707.174,,17.0,17.0,-0.6,2.0,,0.23,0.0,0.0,0.0,780.8125,,,,,0.0,0.8,0.2,0.0,1,vly,TGC1-t1,TGC1,
410588.1228,7621706.659,,16.0,15.0,-0.6,1.5,,0.14,0.0,0.0,0.0,780.8046875,,,,,0.0,0.8,0.2,0.0,1,vly,TGC1-t1,TGC1,
410588.9056,7621706.033,,15.0,9.0,-0.4,1.5,,0.24,0.0,0.0,0.0,780.8046875,,,,,0.0,0.8,0.2,0.0,1,chnl,TGC1-t1,TGC1,
410589.557,7621705.606,,14.0,2.0,-0.3,,44.5,0.2,0.0,0.0,0.1,780.84375,,,,,0.0,0.7,0.2,0.0,0,chnl,TGC1-t1,TGC1,
410590.3793,7621705.063,,13.0,1.0,-0.4,,44.1,0.24,0.0,0.5,0.0,780.8984375,,,,,0.3,0.0,0.0,0.2,0,chnl,TGC1-t1,TGC1,
410591.2844,7621704.455,,12.0,3.0,-0.4,,45.6,0.23,0.0,0.5,0.0,780.8984375,,,,,0.3,0.0,0.0,0.2,0,vly,TGC1-t1,TGC1,
410592.1348,7621703.807,,11.0,5.0,-0.4,-0.4,,0.26,0.0,0.5,0.0,780.9921875,,,,,0.3,0.0,0.0,0.2,1,vly,TGC1-t1,TGC1,
410592.9174,7621703.248,,10.0,5.0,-0.5,-0.5,44.7,0.24,0.0,0.4,0.0,781.0859375,,,,,0.4,0.0,0.0,0.2,0,vly,TGC1-t1,TGC1,
410593.6859,7621702.61,,9.0,5.0,-0.5,-0.5,,0.31,0.0,0.5,0.0,781.0859375,,,,,0.3,0.0,0.0,0.2,0,vly,TGC1-t1,TGC1,
410594.4618,7621702.056,,8.0,3.0,-0.4,,45.1,0.26,0.0,0.4,0.0,781.21875,,,,,0.4,0.0,0.0,0.2,0,vly,TGC1-t1,TGC1,
410595.1228,7621701.488,,7.0,4.0,-0.5,,50.4,0.43,0.0,0.0,0.0,781.3359375,,,,,0.5,0.0,0.15,0.35,0,vly,TGC1-t1,TGC1,
410595.9158,7621700.976,,6.0,8.0,-0.4,0.7,45.0,0.37,0.0,0.0,0.0,781.5,,,,,0.5,0.0,0.15,0.35,0,vly,TGC1-t1,TGC1,
410596.6604,7621700.552,,5.0,15.0,-0.5,1.4,44.6,0.41,0.0,0.0,0.0,781.5,,,,,0.6,0.0,0.15,0.25,0,it,TGC1-t1,TGC1,
410600.9188,7621697.65,,0.0,8.0,-0.4,1.4,,0.4,0.0,0.1,0.0,782.015625,,,,,0.4,0.0,0.0,0.5,0,it,TGC1-t1,TGC1,
410422.1648,7621524.566,,50.0,6.0,-0.5,0.4,50.7,0.49,0.0,0.3,,790.875,,,,,0.0,0.2,0.0,0.5,0,it,TGC1-t2,TGC1,
410426.5828,7621522.388,,45.0,6.0,-0.6,0.3,,0.34,0.1,0.25,,790.921875,,,,,0.0,0.4,0.0,0.25,1,it,TGC1-t2,TGC1,
410427.4438,7621521.912,,44.0,4.0,-0.4,,,0.28,0.0,0.15,,791.015625,,,,,0.0,0.55,0.0,0.3,1,it,TGC1-t2,TGC1,
410428.1666,7621521.518,,43.0,4.0,-0.4,,,0.29,0.0,0.15,,791.0,,,,,0.0,0.55,0.0,0.3,1,it,TGC1-t2,TGC1,
410429.0873,7621521.06,,42.0,6.0,-0.5,0.3,,0.37,0.15,0.1,,791.0,,,,,0.0,0.45,0.0,0.3,1,it,TGC1-t2,TGC1,
410429.9108,7621520.613,,41.0,9.0,-0.4,2.2,,0.36,0.15,0.1,,791.0859375,,,,,0.0,0.45,0.0,0.3,1,it,TGC1-t2,TGC1,
410430.8133,7621520.155,,40.0,6.0,-0.5,0.1,50.0,0.42,0.4,0.2,,791.0546875,,,,,0.0,0.3,0.1,0.1,0,wt,TGC1-t2,TGC1,
410431.6462,7621519.769,,39.0,10.0,-0.5,1.9,,0.35,0.15,0.1,,791.0546875,,,,,0.0,0.45,0.1,0.3,1,wt,TGC1-t2,TGC1,
410432.486,7621519.429,,38.0,7.0,-0.5,0.5,,0.32,0.0,0.05,,791.015625,,,,,0.0,0.8,0.0,0.15,1,wt,TGC1-t2,TGC1,
410433.4297,7621518.924,,37.0,9.0,-0.5,1.0,,0.29,0.0,0.05,,791.09375,,,,,0.0,0.8,0.0,0.15,1,wt,TGC1-t2,TGC1,
410434.4614,7621518.467,,36.0,7.0,-0.5,1.0,,0.29,0.0,0.05,,791.09375,,,,,0.0,0.8,0.0,0.15,1,wt,TGC1-t2,TGC1,
410435.3636,7621517.975,,35.0,6.0,-0.3,0.5,,0.26,0.0,0.05,,791.0390625,,,,,0.0,0.8,0.0,0.15,1,wt,TGC1-t2,TGC1,
410436.2337,7621517.535,,34.0,9.0,-0.3,2.4,,0.28,0.0,0.05,,791.109375,,,,,0.0,0.8,0.0,0.15,1,wt,TGC1-t2,TGC1,
410437.2762,7621517.091,,33.0,6.0,-0.3,0.6,,0.22,0.0,0.05,,791.046875,,,,,0.0,0.8,0.0,0.15,1,wt,TGC1-t2,TGC1,
410438.3796,7621516.57,,32.0,5.0,-0.4,-0.4,,0.31,0.2,0.15,,791.046875,,,,,0.0,0.15,0.0,0.5,1,wt,TGC1-t2,TGC1,
410439.2533,7621516.183,,31.0,8.0,-0.4,1.4,,0.32,0.2,0.15,,791.109375,,,,,0.0,0.15,0.0,0.5,1,wt,TGC1-t2,TGC1,
410440.0405,7621515.779,,30.0,9.0,-0.4,2.4,,0.26,0.2,0.15,,791.03125,,,,,0.0,0.15,0.0,0.5,1,wt,TGC1-t2,TGC1,
410440.9316,7621515.362,,29.0,8.0,-0.4,1.7,,0.28,0.2,0.15,,791.03125,,,,,0.0,0.15,0.0,0.5,1,wt,TGC1-t2,TGC1,
410441.9822,7621514.889,,28.0,4.0,-0.4,,,0.29,0.2,0.15,,791.0234375,,,,,0.0,0.15,0.0,0.5,1,wt,TGC1-t2,TGC1,
410442.9907,7621514.355,,27.0,9.0,-0.4,2.0,,0.34,0.2,0.15,,791.0234375,,,,,0.0,0.15,0.0,0.5,1,wt,TGC1-t2,TGC1,
410443.9311,7621513.887,,26.0,7.0,-0.4,0.3,,0.35,0.2,0.15,,790.953125,,,,,0.0,0.15,0.0,0.5,1,wt,TGC1-t2,TGC1,
410444.917,7621513.386,,25.0,5.0,-0.5,-0.5,,0.3,0.0,0.1,,791.03125,,,,,0.0,0.6,0.0,0.3,1,wt,TGC1-t2,TGC1,
410445.7835,7621512.985,,24.0,8.0,-0.4,0.8,,0.32,0.0,0.2,,791.03125,,,,,0.0,0.5,0.0,0.3,1,wt,TGC1-t2,TGC1,
410446.5563,7621512.571,,23.0,8.0,-0.5,1.3,,0.26,0.05,0.5,,790.9765625,,,,,0.0,0.3,0.0,0.15,1,wt,TGC1-t2,TGC1,
410447.4929,7621512.111,,22.0,7.0,-0.3,1.0,,0.29,0.0,0.1,,791.0625,,,,,0.0,0.8,0.0,0.1,1,wt,TGC1-t2,TGC1,
410448.4398,7621511.609,,21.0,13.0,-0.5,3.6,,0.34,0.2,0.3,,791.03125,,,,,0.0,0.1,0.0,0.4,1,wt,TGC1-t2,TGC1,
410449.5199,7621511.151,,20.0,11.0,-0.5,1.8,,0.29,0.0,0.05,,791.03125,,,,,0.0,0.7,0.0,0.25,0,wt,TGC1-t2,TGC1,
410450.3115,7621510.745,,19.0,20.0,-0.5,6.4,,0.31,0.0,0.1,,791.125,,,,,0.0,0.7,0.0,0.2,1,wt,TGC1-t2,TGC1,
410451.095,7621510.286,,18.0,21.0,-0.5,6.0,,0.26,0.0,0.1,,791.1171875,,,,,0.0,0.8,0.0,0.1,1,wt,TGC1-t2,TGC1,
410451.9174,7621509.868,,17.0,20.0,-0.5,6.0,,0.3,0.1,0.3,,791.1171875,,,,,0.0,0.5,0.0,0.1,1,wt,TGC1-t2,TGC1,
410452.877,7621509.434,,16.0,26.0,-0.5,6.6,,0.29,0.0,0.1,,791.1171875,,,,,0.0,0.8,0.0,0.1,1,wt,TGC1-t2,TGC1,
410453.6702,7621509.066,,15.0,16.0,-0.4,6.3,,0.29,0.0,0.1,,791.234375,,,,,0.0,0.8,0.0,0.1,1,wt,TGC1-t2,TGC1,
410454.6658,7621508.49,,14.0,14.0,-0.6,3.7,,0.26,0.0,0.1,,791.234375,,,,,0.0,0.8,0.0,0.1,1,wt,TGC1-t2,TGC1,
410455.5211,7621507.989,,13.0,14.0,-0.4,6.1,,0.29,0.0,0.15,,791.265625,,,,,0.0,0.75,0.0,0.1,1,wt,TGC1-t2,TGC1,
410456.3348,7621507.669,,12.0,21.0,-0.5,6.9,,0.28,0.0,0.15,,791.375,,,,,0.0,0.75,0.0,0.1,1,wt,TGC1-t2,TGC1,
410457.2349,7621507.289,,11.0,18.0,-0.4,6.4,,0.26,0.0,0.05,,791.375,,,,,0.0,0.8,0.0,0.05,1,wt,TGC1-t2,TGC1,
410458.1227,7621506.853,,10.0,14.0,-0.4,2.0,,0.23,0.0,,,791.421875,,,,,0.0,0.85,0.0,0.05,1,wt,TGC1-t2,TGC1,
410458.9558,7621506.462,,9.0,7.0,-0.5,0.0,12.9,0.38,0.0,0.4,,791.53125,,,,,0.0,0.1,0.0,0.5,0,wt,TGC1-t2,TGC1,
410459.7927,7621506.028,,8.0,4.0,-0.5,,12.9,0.31,0.0,0.6,,791.5859375,,,,,0.0,0.15,0.0,0.25,0,wt,TGC1-t2,TGC1,
410460.7278,7621505.534,,7.0,3.0,-0.5,,51.9,0.32,0.0,0.2,,791.5859375,,,,,0.2,0.6,0.0,0.0,0,wt,TGC1-t2,TGC1,
410461.6358,7621505.076,,6.0,5.0,-0.4,-0.4,51.2,0.32,0.0,0.2,,791.6953125,,,,,0.2,0.4,0.0,0.2,0,wt,TGC1-t2,TGC1,
410462.6597,7621504.591,,5.0,5.0,-0.4,-0.4,49.9,0.33,0.0,0.2,,791.7578125,,,,,0.2,0.4,0.0,0.2,0,wt,TGC1-t2,TGC1,
410466.9799,7621502.391,,0.0,8.0,-0.5,2.8,49.2,0.47,0.0,0.6,,791.9765625,,,,,0.2,0.0,0.0,0.2,0,it,TGC1-t2,TGC1,
398563.096,7600217.503999999,815.9819999999999,145.0,12.0,-0.5,3.4,,0.34,0.0,0.1,,,,,,,0.8,0.0,0.0,0.1,0,it,TGC3-t1,TGC3,TGC3B
398558.047,7600217.383,815.582,140.0,2.0,-0.3,,,0.44,0.0,0.1,,,,,,,0.5,0.0,0.0,0.4,0,it,TGC3-t1,TGC3,TGC3B
398557.592,7600217.46,815.6789999999999,139.5,3.0,-0.5,,39.2,0.58,0.0,0.1,,,,,,,0.5,0.0,0.0,0.4,0,it,TGC3-t1,TGC3,TGC3B
398557.115,7600217.366999999,815.6069999999999,139.0,17.0,-0.6,1.0,,0.6,0.0,0.0,,,,,,,0.0,0.3,0.2,0.5,1,it,TGC3-t1,TGC3,TGC3B
398556.601,7600217.466,815.4479999999999,138.5,28.0,-0.6,8.8,,0.14,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0,chnl,TGC3-t1,TGC3,TGC3B
398555.994,7600217.442,815.4529999999999,138.0,32.0,-0.6,9.9,13.5,0.56,0.0,0.0,,,,,,,0.0,0.3,0.2,0.5,1,chnl,TGC3-t1,TGC3,TGC3B
398555.444,7600217.44,815.807,137.5,30.0,-0.5,3.9,33.9,0.36,0.0,0.0,,,,,,,0.0,0.95,0.0,0.05,0,wt,TGC3-t1,TGC3,TGC3B
398555.008,7600217.383,815.8529999999998,137.0,18.0,-0.5,3.5,51.4,0.34,0.0,0.0,,,,,,,0.0,0.95,0.0,0.05,0,wt,TGC3-t1,TGC3,TGC3B
398554.577,7600217.387,815.8239999999998,136.5,14.0,-0.4,2.5,49.9,0.35,0.0,0.0,,,,,,,0.0,0.9,0.0,0.1,0,wt,TGC3-t1,TGC3,TGC3B
398554.064,7600217.374,815.835,136.0,20.0,-0.5,1.8,46.9,0.45,0.0,0.0,,,,,,,0.0,0.2,0.0,0.8,0,wt,TGC3-t1,TGC3,TGC3B
398549.135,7600217.12,815.74,131.0,,,,,0.26,0.0,0.0,,,,,,,0.0,0.8999999999999999,0.0,0.1,1,wt,TGC3-t1,TGC3,TGC3B
398544.144,7600216.850999999,816.003,126.0,9.0,-0.5,,48.0,0.26,0.0,0.0,,,,,,,0.25,0.6,0.0,0.15,0,wt,TGC3-t1,TGC3,
398534.179,7600216.621,815.94,116.0,7.0,-0.5,,47.9,0.19,0.0,0.0,,,,,,,0.15,0.8500000000000001,0.0,0.0,0,wt,TGC3-t1,TGC3,TGC3B
398529.185,7600216.523,815.826,111.0,,,,40.9,0.41,0.0,0.0,,,,,,,0.0,0.35,0.0,0.65,0,wt,TGC3-t1,TGC3,TGC3B
398524.163,7600216.408,815.8719999999998,106.0,6.0,-0.6,,29.1,0.31,0.0,0.1,,,,,,,0.6000000000000001,0.0,0.0,0.3,0,it,TGC3-t1,TGC3,TGC3B
398514.18,7600216.266,815.7519999999998,96.0,3.0,-0.5,,13.0,0.44,0.2,0.1,,,,,,,0.4,0.0,0.0,0.3,0,it,TGC3-t1,TGC3,TGC3B
398504.161,7600215.803999999,815.672,86.0,2.0,-0.6,,28.8,0.46,0.0,0.4,,,,,,,0.3,0.0,0.0,0.3,0,it,TGC3-t1,TGC3,TGC3B
398494.179,7600215.656999999,815.788,76.0,2.0,-0.4,,24.5,0.35,0.0,0.3,,,,,,,0.4,0.2,0.0,0.1,0,it,TGC3-t1,TGC3,TGC3B
398483.993,7600215.448,815.601,66.0,1.0,0.0,,16.2,0.34,0.0,0.3,,,,,,,0.6,0.0,0.0,0.1,0,it,TGC3-t1,TGC3,TGC3B
398474.087,7600215.425,815.594,56.0,1.0,-0.4,,6.1,0.32,0.0,0.8,,,,,,,0.15,0.0,0.0,0.05,0,it,TGC3-t1,TGC3,TGC3B
398464.116,7600215.306,815.4199999999998,46.0,1.0,-0.4,,29.3,0.36,0.0,0.3,,,,,,,0.2,0.0,0.0,0.5,0,it,TGC3-t1,TGC3,TGC3B
398454.064,7600214.866999999,815.017,36.0,3.0,-0.5,,32.4,0.27,0.0,0.1,,,,,,,0.7,0.0,0.0,0.2,0,it,TGC3-t1,TGC3,TGC3B
398443.953,7600214.501,814.798,26.0,4.0,-0.5,,8.1,0.36,0.0,0.0,,,,,,,0.6,0.0,0.0,0.4,0,it,TGC3-t1,TGC3,TGC3B
398439.042,7600214.309999999,814.609,21.0,,,,12.3,0.37,0.0,0.3,,,,,,,0.4,0.0,0.0,0.3,0,it,TGC3-t1,TGC3,TGC3B
398434.108,7600213.912999999,814.462,16.0,5.0,-0.1,,49.3,0.4,0.0,0.2,,,,,,,0.6,0.0,0.0,0.2,0,it,TGC3-t1,TGC3,TGC3B
398433.494,7600214.022,814.456,15.5,5.0,-0.2,,,,,,,,,,,,,,,,0,it,TGC3-t1,TGC3,TGC3B
398433.049,7600214.031999999,814.452,15.0,7.0,0.0,,,,,,,,,,,,,,,,0,it,TGC3-t1,TGC3,TGC3B
398432.559,7600214.065999999,814.414,14.5,12.0,-0.4,,,,,,,,,,,,,,,,0,it,TGC3-t1,TGC3,TGC3B
398432.07,7600214.077999999,814.315,14.0,8.0,-0.4,,,,,,,,,,,,,,,,0,it,TGC3-t1,TGC3,
398431.567,7600214.100999999,814.221,13.5,6.0,-0.3,,,,,,,,,,,,,,,,0,it,TGC3-t1,TGC3,
398431.115,7600214.156999999,814.249,13.0,4.0,-0.4,,,,,,,,,,,,,,,,0,it,TGC3-t1,TGC3,TGC3B
398430.593,7600214.141,814.325,12.5,3.0,-0.2,,20.1,0.36,0.0,0.0,,,,,,,0.75,0.0,0.0,0.25,0,it,TGC3-t1,TGC3,TGC3B
398430.048,7600214.125,814.2369999999999,12.0,4.0,-0.3,,32.4,0.44,0.0,0.2,,,,,,,0.3,0.0,0.0,0.5,0,it,TGC3-t1,TGC3,TGC3B
398429.625,7600214.142,814.24,11.5,2.0,-0.6,,6.2,0.35,0.1,0.0,,,,,,,0.5,0.0,0.0,0.4,0,it,TGC3-t1,TGC3,TGC3B
398428.143,7600214.37,813.538,10.5,23.0,-0.1,4.3,,0.31,0.0,0.0,,,,,,,0.15,0.7,0.15,0.0,1,chnl,TGC3-t1,TGC3,TGC3A
398427.61,7600214.576,813.791,10.0,24.0,-0.4,6.1,48.3,0.44,0.0,0.0,,,,,,,0.9,0.0,0.0,0.1,0,wt,TGC3-t1,TGC3,TGC3A
398427.15,7600214.713999999,813.743,9.5,18.0,-0.4,3.4,,0.43,0.0,0.0,,,,,,,0.2,0.1,0.4,0.3,0,wt,TGC3-t1,TGC3,TGC3A
398426.729,7600214.974999999,813.716,9.0,21.0,-0.4,4.4,49.4,0.56,0.0,0.0,,,,,,,0.5,0.0,0.2,0.3,0,wt,TGC3-t1,TGC3,TGC3A
398426.179,7600214.949,813.7759999999998,8.5,9.0,-0.4,1.4,,0.51,0.0,0.0,,,,,,,0.5,0.0,0.2,0.3,0,wt,TGC3-t1,TGC3,TGC3A
398425.622,7600215.128999999,813.7799999999999,8.0,23.0,-0.5,3.6,38.2,0.48,0.05,0.0,,,,,,,0.6000000000000001,0.0,0.1,0.25,0,wt,TGC3-t1,TGC3,TGC3A
398424.753,7600215.096,813.932,7.5,20.0,-0.5,3.0,30.5,0.57,0.0,0.0,,,,,,,0.1,0.0,0.0,0.9,0,wt,TGC3-t1,TGC3,TGC3A
398424.288,7600215.150999999,814.1739999999999,7.0,18.0,-0.3,6.0,31.1,0.39,0.0,0.0,,,,,,,0.9,0.0,0.05,0.05,0,wt,TGC3-t1,TGC3,TGC3A
398423.747,7600215.158,814.082,6.5,24.0,-0.4,4.6,17.5,0.46,0.05,0.2,,,,,,,0.4,0.05,0.15,0.15,0,wt,TGC3-t1,TGC3,TGC3A
398423.283,7600215.102,814.039,6.0,19.0,-0.2,3.0,46.0,0.44,0.05,0.0,,,,,,,0.7,0.0,0.05,0.2,0,wt,TGC3-t1,TGC3,TGC3A
398422.761,7600215.161999999,814.113,5.5,19.0,-0.3,6.7,48.9,0.46,0.1,0.0,,,,,,,0.7,0.0,0.0,0.2,0,wt,TGC3-t1,TGC3,TGC3A
398422.352,7600215.185999999,813.9969999999998,5.0,18.0,-0.1,4.0,48.9,0.5,0.0,0.0,,,,,,,0.6000000000000001,0.0,0.1,0.3,1,wt,TGC3-t1,TGC3,
398417.077,7600215.463,813.957,0.0,6.0,-0.4,,31.7,0.36,0.05,0.0,,,,,,,0.7,0.0,0.0,0.25,0,it,TGC3-t1,TGC3,TGC3A
398477.737,7600331.183,822.938,92.0,4.0,-0.2,,,,,0.0,,,,,,,,,,,0,it,TGC3-t2,TGC3,TGC3A
398478.196,7600330.91,822.947,91.5,2.0,-0.3,,45.9,0.45,0.0,0.0,0.0,,,,,,0.5,0.0,0.0,0.5,0,it,TGC3-t2,TGC3,TGC3A
398478.651,7600330.705,822.855,91.0,4.0,-0.3,,,,,0.0,,,,,,,,,,,0,it,TGC3-t2,TGC3,TGC3A
398479.065,7600330.471,822.744,90.5,2.0,-0.6,,,,,0.0,,,,,,,,,,,0,it,TGC3-t2,TGC3,TGC3A
398479.498,7600330.201999999,822.565,90.0,4.0,-0.6,,39.7,0.42,0.0,0.3,0.0,,,,,,0.0,0.1,0.0,0.6,0,it,TGC3-t2,TGC3,TGC3A
398479.959,7600330.074,822.499,89.5,5.0,-0.5,,,,,0.0,,,,,,,,,,,0,it,TGC3-t2,TGC3,TGC3A
398480.4,7600329.906999999,822.471,89.0,4.0,-0.5,,37.9,0.59,0.0,0.3,0.0,,,,,,0.0,0.1,0.0,0.6,0,it,TGC3-t2,TGC3,TGC3A
398480.841,7600329.655,822.216,88.5,2.0,-0.4,,44.2,0.53,0.05,0.25,0.0,,,,,,0.0,0.1,0.0,0.6,0,it,TGC3-t2,TGC3,TGC3A
398481.342,7600329.4,822.25,88.0,3.0,-0.6,,,0.55,0.0,0.3,0.0,,,,,,0.0,0.1,0.0,0.6,0,it,TGC3-t2,TGC3,TGC3A
398481.78,7600329.172,822.489,87.5,3.0,-0.5,,46.6,0.45,0.0,0.3,0.0,,,,,,0.0,0.1,0.0,0.6,0,it,TGC3-t2,TGC3,TGC3A
398482.235,7600329.006,822.647,87.0,7.0,-0.4,,47.7,0.5,0.0,0.5,0.0,,,,,,0.0,0.1,0.0,0.4,0,it,TGC3-t2,TGC3,TGC3A
398482.713,7600328.798999999,822.576,86.5,29.0,-0.6,5.1,16.0,0.37,0.0,0.05,0.0,,,,,,0.0,0.8,0.0,0.15,0,it,TGC3-t2,TGC3,TGC3A
398483.148,7600328.571999999,822.389,86.0,6.0,-0.6,,39.7,0.41,0.0,0.8,0.0,,,,,,0.0,0.2,0.0,0.0,0,it,TGC3-t2,TGC3,TGC3A
398483.565,7600328.372,822.1749999999998,85.5,2.0,-0.4,,50.1,0.33,0.0,0.9,0.0,,,,,,0.0,0.1,0.0,0.0,0,it,TGC3-t2,TGC3,TGC3A
398484.035,7600328.155,822.092,85.0,5.0,-0.4,,25.2,0.47,0.0,0.0,0.0,,,,,,0.9,0.0,0.0,0.1,0,it,TGC3-t2,TGC3,TGC3A
398484.492,7600328.022,822.01,84.5,32.0,-0.5,2.7,37.3,0.48,0.0,0.0,0.0,,,,,,0.9,0.0,0.0,0.1,0,gly,TGC3-t2,TGC3,TGC3A
398484.96,7600327.702999999,821.774,84.0,23.0,-0.6,7.0,,,,0.0,,,,,,,,,,,0,chnl,TGC3-t2,TGC3,
398485.415,7600327.508,821.817,83.5,26.0,-0.7,3.9,,,,0.0,,,,,,,,,,,0,chnl,TGC3-t2,TGC3,TGC3A
398485.903,7600327.325,821.74,83.0,19.0,-0.5,4.0,,,,0.0,,,,,,,,,,,0,chnl,TGC3-t2,TGC3,TGC3A
